"notation","title","description","id"
"3.1.2","verfügen bei häufig vorkommenden Wörtern über eine weitgehend sichere Worterkennung und korrigieren sich ggf. selbst,","","c7d"
"3.1.3","erlesen unvertraute Wörter anhand größerer Einheiten wie Silbe oder Morphem,","","c2d"
"3.1.4","beachten beim Lesen Satzgrenzen und lesen über das Zeilenende hinweg,","","f4u"
"3.1.5","lesen dem Lernstand entsprechende Texte nach Vorbereitung sinngestaltend vor,","","d6y"
"3.1.6","lesen in angemessenem Tempo.","","a9r"
"3.2","Lesefertigkeiten: Über Lesetechniken verfügen","","v7e"
"3.2.1","orientieren sich in und zwischen klar strukturierten Texten und verschaffen sich auch mithilfe textueller Lesehilfen (u. a. Überschriften, Zwischenüberschriften, Absätze, Abbildungen, Illustrationen) einen Überblick.","","t9t"
"3.3","Lesefähigkeiten: Leseverstehen","","c2q"
"3.3.1","ermitteln explizite oder durch einfaches Schließen zu gewinnende Textinformationen auf lokaler Ebene und beachten dabei auch sprachliche Mittel zur Sicherung des Textzusammenhangs,","","r6c"
"3.3.2","stellen bei multimodalen Texten einfache Bezüge zwischen Text, Bild und Ton her,","","x4v"
"3.3.3","nutzen bei digitalen Texten Navigationsstrukturen (u. a. Hyperlinks) zur Gewinnung von Textinformationen,","","z2s"
"3.3.4","verknüpfen Textinformationen, ziehen auch unter Nutzung ihres Vorwissens Schlussfolgerungen und konstruieren ein Gesamtverständnis.","","d5e"
"3.4","Lesefähigkeiten: Über Strategien zum Leseverstehen verfügen","","b6z"
"3.4.1","bereiten das Lesen vor (z. B. Leseziel formulieren, Vorwissen aktivieren, Erwartungen an den Text formulieren, nach Möglichkeit die Textsorte klären),","","u5y"
"3.4.2","lesen Texte organisierend (z. B. für das Leseziel wichtige Aussagen markieren, unbekannte Wörter unterstreichen und nachfragen/nachschlagen) und elaborierend (assoziieren) und reflektierend (das Textverstehen prüfen und ggf. Verstehensschwierigkeiten erkennen und beheben),","","s9f"
"3.4.3","bereiten das Lesen nach (z. B. zentrale Textaussagen wiedergeben, wertende Einschätzung zum Text abgeben).","","u6c"
"4","Sich mit Texten und anderen Medien auseinandersetzen","","x5x"
"4.1","Über Textwissen verfügen","","p9t"
"4.1.1","berichten über ein Spektrum kinderliterarischer Texte und ihre Leseerfahrungen (z. B. Figuren, Handlung, Titel, Autorinnen und Autoren),","","a2z"
"4.1.2","unterscheiden erzählende, lyrische und szenische Texte (einfache Beispiele),","","q7a"
"4.1.3","kennen verschiedene Textsorten aus dem Bereich pragmatischer Texte: informierende (z. B. Lexikonartikel), instruierende (z. B. Spielanleitungen), regulierende (z. B. Klassenregeln),","","h3e"
"4.1.4","ordnen typische Beispiele einer Gattung zu (u. a. Märchen, Fabel, Gedicht, Comic) und entwickeln gattungsspezifische Leseerwartungen,","","e7p"
"4.1.5","nutzen ausgewählte auditive und audiovisuelle Medien für persönliche oder schulische Zwecke: z. B. Hörspiele, Lesungen, Hörbücher, Podcasts, Wissenssendungen, Erklärvideos,","","h4d"
"4.1.6","nutzen typische Formen digitaler Textstrukturierung (u. a. Links/Hyperlinks, Text-Bild-Kombinationen) beim Lesen sowie beim Recherchieren.","","t2q"
"4.2","Sich im Medienangebot orientieren","","e3x"
"4.2.1","wählen Bücher und Texte unterschiedlicher medialer Form auf der Basis von Interessen und Vorlieben sowie aufgabenbezogen aus; sie begründen und bewerten ihre Auswahl,","","r5a"
"4.2.2","können sich in einer Bücherei orientieren,","","t5s"
"4.2.3","nutzen unterschiedliche Informationsangebote und Recherchemöglichkeiten (u. a. Internet, Zeitschriften, Zeitungen, Hörfunk, Fernsehen, Bücherei),","","c7z"
"4.2.4","schätzen ausgewählte Informationen in Hinblick auf ihre Aussagekraft angemessen und kritisch ein.","","r7c"
"4.3","Texte in unterschiedlicher medialer Form erschließen und nutzen","","a3v"
"4.3.1","beschreiben die eigene Lese- und Medienerfahrung (z. B. mithilfe eines Lese-/Medientagebuchs),","","y2b"
"4.3.2","erfassen zentrale Aussagen eines Textes und geben sie wieder,","","q9d"
"4.3.3","werten Text-Bild-Bezüge für Textverständnis und Deutung aus,","","c5p"
"4.3.4","vollziehen die Handlungslogik erzählender Texte nach,","","z2e"
"4.3.5","setzen Informationen zu Raum, Zeit, Handlung, Figuren und Atmosphäre in Vorstellungen um und stellen diese mithilfe handlungs- und produktionsorientierter Verfahren (z. B. in einer Zeichnung, im szenischen Spiel, als Standbild) und im Gespräch dar,","","q4d"
"4.3.6","nehmen die Perspektive einer literarischen Figur ein und grenzen sich von einer literarischen Figur ab (z. B. im Gespräch, in einem fiktiven Brief, im szenischen Spiel),","","x6t"
"4.3.7","nutzen wichtige Fachbegriffe zur Beschreibung literarischer Medien (u. a. Handlung, Figur, Reim, Vers, Sprecher, Dialog, Erzähler),","","e7g"
"4.3.8","belegen Deutungsaussagen mit Textstellen,","","q3u"
"4.3.9","formulieren eigene Gedanken zu Texten und nehmen zu Texten Stellung,","","c4z"
"4.3.10","stellen Bezüge zwischen unterschiedlichen Texten (auch intermedial, z. B. Märchenfassungen in Literatur und Film; thematische Vergleiche),","","b6f"
"4.3.11","tauschen sich mit anderen zu Text- bzw. Medienwahrnehmungen, -deutungen und -wertungen aus (u. a. literarisches Gespräch),","","r6g"
"4.3.12","entnehmen nicht-linearen Darstellungsformen Informationen (z. B. Tabelle, Diagramm, Karte).","","x9v"
"4.4","Digitale Formate und Umgebungen","","r6b"
"4.4.1","beschreiben ihre Erfahrungen mit digitalen Formaten und Umgebungen,","","d9h"
"4.4.2","setzen sich kritisch mit digitalen Formaten und Umgebungen auseinander,","","r5c"
"4.4.3","nutzen digitale Werkzeuge für die Gestaltung eigener medialer Produkte, z. B. für Präsentationen.","","u7s"
"4.5","Texte präsentieren ","","y7p"
"4.5.1","lesen selbstgewählte literarische Texte nach Vorbereitung sinngestaltend vor,","","t6s"
"4.5.2","tragen kurze literarische Texte auswendig vor, auch im Rahmen von Aufführungen,","","p4a"
"4.5.3","wählen ein Kinderbuch selbst aus und stellen es situations- und adressatengerecht vor,","","p2b"
"4.5.4","nutzen Vorlesetechniken und Techniken des Auswendiglernens,","","t4u"
"4.5.5","gestalten Texte in unterschiedlicher medialer Form szenisch (auch kooperativ, z. B. im Rahmen von Theateraufführungen).","","s9u"
"5","Sprache und Sprachgebrauch untersuchen","","c9p"
"5.1","Sprachliche Verständigung und sprachliche Vielfalt untersuchen","","d6q"
"5.1.1","Sprachliche Verständigung als Form des Handelns","","s7p"
"5.1.1.1","untersuchen den Zusammenhang zwischen Äußerungsabsicht, sprachlichen Mitteln und Wirkungen,","","d7e"
"5.1.1.2","untersuchen an ausgewählten Beispielen, wie sich Adressatenorientierung im sprachlichen Handeln zeigt,","","b4q"
"5.1.1.3","sprechen über Verstehens- und Verständigungsprobleme,","","c9h"
"5.1.1.4","tauschen sich aus über die Nutzung digitaler Technologien als Werkzeuge der Kommunikation und der Informationsgewinnung (grundlegende Funktionen).","","y3v"
"5.1.2","Mündliche und schriftliche Kommunikation","","d4c"
"5.1.2.1","kennen Unterschiede gesprochener und geschriebener Sprache,","","z3s"
"5.1.2.2","untersuchen und gestalten die Rollen von Sprecher/Schreiber – Hörer/Leser.","","u3z"
"5.1.3","Ausprägungen und Bedingungen sprachlicher Variation und Vielfalt","","p3g"
"5.1.3.1","beschreiben eigene Erfahrungen mit sprachlicher Variation und Vielfalt (z. B. Dialekt, Regionalsprache; Mehrsprachigkeit, Standardsprache – Alltagssprache; Sprache in der digitalen Kommunikation; Deutsche Gebärdensprache),","","f6e"
"5.1.3.2","untersuchen an ausgewählten Beispielen Gemeinsamkeiten und Unterschiede verschiedener Sprachen (u. a. Herkunftssprachen, Fremdsprachen).","","r3t"
"5.2","Sprachliche Strukturen untersuchen und nutzen","","y2s"
"5.2.1","Wörter und Sätze","","g9y"
"5.2.1.1","identifizieren Wortbausteine und untersuchen Möglichkeiten der Wortbildung (u. a. Ableitung, Komposition),","","x9z"
"5.2.1.2","nutzen Wörter, Wendungen und Formulierungsmuster funktional und erweitern ihren Wortschatz,","","z6g"
"5.2.1.3","nutzen ausgewählte grammatische Operationen und grundlegende Fachbegriffe für die Untersuchung sprachlicher Struktureinheiten (s. Übersicht: Grundlegende sprachliche Strukturen und Begriffe),","","c6y"
"5.2.1.4","untersuchen grundlegende Satzstrukturen (insbesondere Prädikat, Satzglieder) und die Stellung des finiten Verbs im Satz,","","z4e"
"5.2.1.5","untersuchen den Beitrag von Wörtern verschiedener Wortarten (insbesondere Verb, Nomen, Adjektiv, Artikel, Pronomen) zum Aufbau von Sätzen,","","b7e"
"5.2.1.6","gewinnen Einsichten in sprachliche Strukturen und Gestaltungsmöglichkeiten durch den experimentellen und kreativen Umgang mit Sprache.","","a9t"
"5.2.2","Texte und Gespräche","","q3t"
"5.2.2.1","wenden grundlegende Fachbegriffe für die Untersuchung von Texten und Gesprächen an (s. Übersicht: Grundlegende sprachliche Struktureinheiten),","","z3c"
"5.2.2.2","untersuchen an ausgewählten Beispielen die sprachliche Gestaltung von Texten (z. B. Reim, Wiederholungen, sprachliche Bilder, Vergleich).","","q3b"
"5.2.3","Rechtschreibung","","z4v"
"5.2.3.1","untersuchen Schreibweisen von Wörtern, Wortgruppen und Sätzen,","","h4q"
"5.2.3.2","tauschen sich über die Schreibung von Wörtern, Wortgruppen und Sätzen aus (z. B. Rechtschreibgespräch).","","e5s"
"5.2.4","Aussprache","","r6f"
"5.2.4.1","nutzen die Konventionen der gesprochenen Standardsprache für die Gestaltung ihrer Äußerungen.","","b4z"
"5.2.5","Ressourcen zur deutschen Sprache","","b6b"
"5.2.5.1","nutzen Wörterbücher, Grammatiken und digitale Rechtschreibhilfen für das Nachschlagen.","","h9g"
5.3,extra,,
